Test group name,Sample name,Length,Width,Thickness,Speed (%/min),Force cell,Données brutes,,
,,(mm),(mm),(mm),(%),(N),,,
20240523_test_1,,0,0,0,0,100,VRAI,,
,,,,,,,,,
Tableau de résultats 1,,,,,,,,,
,Sample name,Length,Speed (%/min),Thickness,Width,Waiting time,Initial length between the clamps,Date de début,Déformation 1 longueur initiale
,,(mm),(%),(mm),(mm),(s),(mm),,(mm)
1,rtv_1mm,4.77,60,1,4,0,45,23/05/2024,4.77
,,,,,,,,,
Tableau de résultats 2,,,,,,,,,
,Sample name,Thickness,Length,Initiql length between the clamps,Speed (%/min),Initial length between the clamps,Waiting time,Date de début,
,,(mm),(mm),(mm),(%),(mm),(s),,
1,rtv_1mm,1,4,4.77,60,45,0,23/05/2024,
,,,,,,,,,
Time (s),Displacement (mm),Shifted displacement 10.89 (mm),Force (N),Strain AS (%),Stress AS (kPa),Nombre total de cycles,Nombre de cycles,Extenso strain (%),
892.78,28.2054,39.0954,1.426,-123.7857,356.5099,16,1,37.7677,
892.8,28.2138,39.1038,1.4272,-123.6091,356.7993,16,1,37.7816,
892.82,28.2228,39.1128,1.427,-123.4211,356.7593,16,1,37.7969,
892.84,28.232,39.122,1.4274,-123.2294,356.8439,16,1,37.8161,
892.86,28.241,39.131,1.4274,-123.0393,356.86,16,1,37.8351,
892.88,28.2498,39.1398,1.4285,-122.8544,357.1173,16,1,37.8552,
892.9,28.2586,39.1486,1.4293,-122.6715,357.3302,16,1,37.8756,
892.92,28.2674,39.1574,1.4301,-122.4858,357.5228,16,1,37.8993,
892.94,28.2761,39.1661,1.4314,-122.303,357.8389,16,1,37.9228,
892.96,28.285,39.175,1.4312,-122.1164,357.7987,16,1,37.9453,
892.98,28.2939,39.1839,1.431,-121.9312,357.7464,16,1,37.9684,
893,28.3026,39.1926,1.4314,-121.7495,357.8514,16,1,37.9915,
893.02,28.3109,39.2009,1.4321,-121.5739,358.0348,16,1,38.014,
893.04,28.3192,39.2092,1.4336,-121.4008,358.4081,16,1,38.0349,
893.06,28.3276,39.2176,1.4342,-121.2241,358.5443,16,1,38.0557,
893.08,28.3358,39.2258,1.4351,-121.0519,358.7826,16,1,38.0763,
893.1,28.3441,39.2341,1.4357,-120.8785,358.9295,16,1,38.1007,
893.12,28.3522,39.2422,1.4356,-120.7089,358.8945,16,1,38.1273,
893.14,28.3599,39.2499,1.4353,-120.5476,358.8291,16,1,38.1504,
893.16,28.3673,39.2574,1.4356,-120.391,358.9095,16,1,38.1719,
893.18,28.3745,39.2645,1.4364,-120.2413,359.1031,16,1,38.1936,
893.2,28.3816,39.2716,1.4375,-120.0932,359.3862,16,1,38.2139,
893.22,28.3888,39.2788,1.4378,-119.9405,359.4535,16,1,38.236,
893.24,28.3959,39.2859,1.438,-119.7929,359.492,16,1,38.2582,
893.26,28.4029,39.2929,1.4387,-119.6459,359.6698,16,1,38.2789,
893.28,28.4102,39.3002,1.4382,-119.4932,359.5493,16,1,38.3013,
893.3,28.4173,39.3073,1.439,-119.3432,359.7521,16,1,38.3218,
893.32,28.4244,39.3144,1.4398,-119.1955,359.9392,16,1,38.3404,
893.34,28.4314,39.3214,1.4406,-119.0488,360.152,16,1,38.3596,
893.36,28.4382,39.3282,1.4408,-118.905,360.2086,16,1,38.3779,
893.38,28.4453,39.3353,1.4417,-118.7578,360.4131,16,1,38.3957,
893.4,28.4525,39.3425,1.4415,-118.6063,360.3741,16,1,38.413,
893.42,28.4596,39.3496,1.4422,-118.4565,360.5541,16,1,38.429,
893.44,28.4671,39.3571,1.4427,-118.299,360.681,16,1,38.44,
893.46,28.4751,39.3651,1.4426,-118.1319,360.6601,16,1,38.4492,
893.48,28.4833,39.3733,1.4432,-117.9596,360.8103,16,1,38.4586,
893.5,28.4919,39.3819,1.4439,-117.78,360.9818,16,1,38.4691,
893.52,28.5007,39.3907,1.4452,-117.5958,361.2946,16,1,38.4813,
893.54,28.5099,39.3999,1.4458,-117.4024,361.4495,16,1,38.4946,
893.56,28.5194,39.4094,1.4465,-117.2037,361.6344,16,1,38.5099,
893.58,28.5292,39.4192,1.4474,-116.9969,361.8556,16,1,38.5273,
893.6,28.5394,39.4294,1.4475,-116.7843,361.8661,16,1,38.5469,
893.62,28.5496,39.4396,1.4473,-116.5708,361.8332,16,1,38.5663,
893.64,28.5597,39.4497,1.448,-116.3582,361.9901,16,1,38.5884,
893.66,28.5699,39.4599,1.4485,-116.1457,362.1292,16,1,38.6126,
893.68,28.5798,39.4698,1.4495,-115.9363,362.3657,16,1,38.637,
893.7,28.5897,39.4797,1.4504,-115.7291,362.5916,16,1,38.6639,
893.72,28.5995,39.4895,1.4509,-115.5238,362.7291,16,1,38.6905,
893.74,28.609,39.499,1.4517,-115.3245,362.9224,16,1,38.7165,
893.76,28.6182,39.5082,1.4524,-115.1324,363.102,16,1,38.7415,
893.78,28.627,39.517,1.4524,-114.948,363.111,16,1,38.7657,
893.8,28.6357,39.5257,1.4529,-114.7645,363.2129,16,1,38.7872,
893.82,28.6443,39.5343,1.4537,-114.5857,363.4288,16,1,38.8076,
893.84,28.6529,39.5429,1.4543,-114.4048,363.5754,16,1,38.8299,
893.86,28.6616,39.5516,1.4546,-114.222,363.6479,16,1,38.8519,
893.88,28.6702,39.5602,1.4551,-114.0424,363.7751,16,1,38.8718,
893.9,28.6786,39.5686,1.4559,-113.8658,363.9859,16,1,38.8913,
893.92,28.6868,39.5768,1.4568,-113.694,364.1976,16,1,38.907,
893.94,28.6953,39.5853,1.4566,-113.5156,364.1376,16,1,38.9205,
893.96,28.7041,39.5941,1.457,-113.3307,364.2498,16,1,38.9352,
893.98,28.7132,39.6032,1.4576,-113.1402,364.3895,16,1,38.9516,
894,28.7226,39.6126,1.4585,-112.9435,364.6271,16,1,38.969,
894.02,28.732,39.622,1.4593,-112.7455,364.8207,16,1,38.9865,
894.04,28.7415,39.6315,1.4605,-112.5471,365.1205,16,1,39.0033,
894.06,28.7509,39.6409,1.4613,-112.3494,365.321,16,1,39.0225,
894.08,28.7606,39.6506,1.4619,-112.1475,365.4698,16,1,39.0471,
894.1,28.77,39.66,1.4619,-111.9498,365.4653,16,1,39.075,
894.12,28.7794,39.6694,1.4619,-111.7522,365.4829,16,1,39.1035,
894.14,28.7887,39.6787,1.462,-111.5581,365.5104,16,1,39.1339,
894.16,28.7976,39.6876,1.4628,-111.3716,365.707,16,1,39.1632,
894.18,28.8059,39.6959,1.4638,-111.1976,365.952,16,1,39.1899,
894.2,28.8137,39.7037,1.4648,-111.034,366.203,16,1,39.2151,
894.22,28.8214,39.7114,1.4648,-110.8717,366.2013,16,1,39.2405,
894.24,28.8288,39.7188,1.4656,-110.7169,366.4015,16,1,39.2642,
894.26,28.8359,39.7259,1.4657,-110.5674,366.4282,16,1,39.2902,
894.28,28.8431,39.7331,1.4656,-110.4174,366.4052,16,1,39.3167,
894.3,28.85,39.74,1.4663,-110.2731,366.5857,16,1,39.3399,
894.32,28.8566,39.7466,1.4669,-110.1346,366.7373,16,1,39.3613,
894.34,28.863,39.753,1.4673,-110.0003,366.8131,16,1,39.3806,
894.36,28.8692,39.7592,1.4683,-109.8705,367.068,16,1,39.396,
894.38,28.8755,39.7655,1.4681,-109.7377,367.0368,16,1,39.4128,
894.4,28.8823,39.7723,1.4684,-109.5962,367.1071,16,1,39.4293,
894.42,28.889,39.779,1.4688,-109.4543,367.2113,16,1,39.4435,
894.44,28.8958,39.7858,1.4696,-109.3129,367.4073,16,1,39.458,
894.46,28.903,39.793,1.4699,-109.1606,367.4655,16,1,39.4731,
894.48,28.9106,39.8006,1.4699,-109.0025,367.4679,16,1,39.4886,
894.5,28.9181,39.8081,1.4708,-108.844,367.6908,16,1,39.5042,
894.52,28.9258,39.8158,1.4716,-108.6836,367.8931,16,1,39.5174,
894.54,28.9335,39.8235,1.4723,-108.5215,368.083,16,1,39.5303,
894.56,28.9417,39.8317,1.4732,-108.3511,368.2947,16,1,39.5453,
894.58,28.9501,39.8401,1.4734,-108.1743,368.3509,16,1,39.5619,
894.6,28.9586,39.8486,1.4735,-107.9948,368.3856,16,1,39.5797,
894.62,28.9675,39.8575,1.4735,-107.8091,368.3696,16,1,39.5982,
894.64,28.9763,39.8663,1.4743,-107.6251,368.5714,16,1,39.6171,
894.66,28.9851,39.8751,1.475,-107.441,368.755,16,1,39.6355,
894.68,28.9938,39.8838,1.476,-107.2577,368.9997,16,1,39.6546,
894.7,29.0027,39.8927,1.4768,-107.0719,369.2026,16,1,39.6752,
894.72,29.0116,39.9016,1.4771,-106.8844,369.2695,16,1,39.6975,
894.74,29.0204,39.9104,1.4777,-106.6996,369.4345,16,1,39.7177,
894.76,29.0295,39.9195,1.4777,-106.5096,369.4295,16,1,39.7377,
894.78,29.0386,39.9286,1.4781,-106.3186,369.5342,16,1,39.7594,
894.8,29.0476,39.9376,1.4786,-106.1295,369.6423,16,1,39.7817,
894.82,29.0564,39.9464,1.4797,-105.9457,369.9309,16,1,39.8019,
894.84,29.0652,39.9552,1.4809,-105.761,370.2227,16,1,39.821,
894.86,29.0741,39.9641,1.4813,-105.5741,370.3249,16,1,39.8408,
894.88,29.0829,39.9729,1.4821,-105.3894,370.5307,16,1,39.863,
894.9,29.0917,39.9817,1.482,-105.2046,370.5024,16,1,39.8866,
894.92,29.1003,39.9903,1.4827,-105.0246,370.6765,16,1,39.9085,
894.94,29.1088,39.9988,1.4827,-104.8464,370.6713,16,1,39.9298,
894.96,29.1171,40.0071,1.4832,-104.6732,370.7911,16,1,39.9508,
894.98,29.1252,40.0152,1.4843,-104.5024,371.0671,16,1,39.9697,
895,29.1336,40.0236,1.4842,-104.3267,371.0584,16,1,39.9896,
895.02,29.142,40.032,1.4853,-104.152,371.334,16,1,40.0099,
895.04,29.1505,40.0405,1.486,-103.9721,371.4957,16,1,40.0301,
895.06,29.1591,40.0491,1.4862,-103.7917,371.5557,16,1,40.0513,
895.08,29.1676,40.0576,1.4858,-103.6152,371.4463,16,1,40.0713,
895.1,29.1758,40.0658,1.4863,-103.4424,371.5801,16,1,40.091,
895.12,29.1838,40.0738,1.4873,-103.2748,371.823,16,1,40.1101,
895.14,29.192,40.082,1.4878,-103.103,371.9553,16,1,40.1278,
895.16,29.2004,40.0904,1.4885,-102.9275,372.1215,16,1,40.1459,
895.18,29.209,40.0989,1.4894,-102.7474,372.3621,16,1,40.1656,
895.2,29.2177,40.1077,1.4903,-102.5631,372.5642,16,1,40.1839,
895.22,29.2265,40.1165,1.4907,-102.3803,372.6862,16,1,40.2014,
895.24,29.2353,40.1253,1.4908,-102.1958,372.6924,16,1,40.2197,
895.26,29.244,40.134,1.4911,-102.0117,372.7636,16,1,40.2403,
895.28,29.2529,40.1429,1.4914,-101.8256,372.8547,16,1,40.2617,
895.3,29.2618,40.1518,1.4921,-101.6402,373.0364,16,1,40.2812,
895.32,29.2707,40.1607,1.4934,-101.4518,373.3544,16,1,40.2989,
895.34,29.2801,40.1701,1.4938,-101.2558,373.4453,16,1,40.3157,
895.36,29.2895,40.1795,1.4944,-101.0582,373.606,16,1,40.3331,
895.38,29.2989,40.1889,1.4944,-100.8621,373.6027,16,1,40.3536,
895.4,29.308,40.198,1.4948,-100.6703,373.7067,16,1,40.3768,
895.42,29.3172,40.2072,1.4951,-100.478,373.7849,16,1,40.4013,
895.44,29.3261,40.2161,1.4961,-100.2914,374.0156,16,1,40.4253,
895.46,29.3349,40.2249,1.4967,-100.106,374.1674,16,1,40.4499,
895.48,29.3437,40.2337,1.4971,-99.9231,374.2874,16,1,40.4744,
895.5,29.3521,40.2421,1.4978,-99.7459,374.4562,16,1,40.497,
895.52,29.3604,40.2505,1.4984,-99.5713,374.5882,16,1,40.5208,
895.54,29.3685,40.2585,1.4989,-99.4026,374.7326,16,1,40.546,
895.56,29.3765,40.2665,1.4992,-99.2352,374.8064,16,1,40.5679,
895.58,29.3844,40.2744,1.4994,-99.0686,374.8474,16,1,40.5914,
895.6,29.3922,40.2822,1.5005,-98.9061,375.1177,16,1,40.6139,
895.62,29.4001,40.2901,1.5007,-98.7407,375.1636,16,1,40.6337,
895.64,29.4079,40.2979,1.5012,-98.5774,375.2973,16,1,40.6523,
895.66,29.4156,40.3056,1.5026,-98.4147,375.6388,16,1,40.6707,
895.68,29.4234,40.3134,1.5033,-98.2524,375.8189,16,1,40.6895,
895.7,29.431,40.321,1.5035,-98.0932,375.8854,16,1,40.7093,
895.72,29.4387,40.3287,1.5028,-97.9314,375.7,16,1,40.7286,
895.74,29.4464,40.3364,1.5029,-97.77,375.7231,16,1,40.7445,
895.76,29.4541,40.3441,1.5042,-97.6079,376.0385,16,1,40.754,
895.78,29.4625,40.3525,1.5052,-97.4313,376.3038,16,1,40.763,
895.8,29.4714,40.3614,1.5058,-97.245,376.4571,16,1,40.7746,
895.82,29.4806,40.3706,1.5059,-97.0517,376.4845,16,1,40.7892,
895.84,29.4899,40.3799,1.5064,-96.8576,376.6023,16,1,40.806,
895.86,29.4993,40.3893,1.5077,-96.6603,376.9364,16,1,40.824,
895.88,29.5089,40.3989,1.5077,-96.4588,376.9372,16,1,40.843,
895.9,29.5188,40.4088,1.508,-96.2525,377.0123,16,1,40.8627,
895.92,29.5288,40.4188,1.5083,-96.041,377.0715,16,1,40.8855,
895.94,29.5388,40.4288,1.5091,-95.8326,377.2703,16,1,40.9091,
895.96,29.5484,40.4384,1.5095,-95.6307,377.3739,16,1,40.933,
895.98,29.5577,40.4477,1.5111,-95.4368,377.7694,16,1,40.9582,
896,29.5668,40.4568,1.5119,-95.2446,377.9775,16,1,40.9843,
896.02,29.5757,40.4657,1.5126,-95.0595,378.1425,16,1,41.0096,
896.04,29.5845,40.4745,1.5122,-94.8734,378.0598,16,1,41.0342,
896.06,29.5934,40.4834,1.5124,-94.688,378.0888,16,1,41.058,
896.08,29.6021,40.4921,1.5128,-94.506,378.2014,16,1,41.0828,
896.1,29.6104,40.5004,1.5132,-94.3303,378.2911,16,1,41.107,
896.12,29.6185,40.5085,1.5144,-94.1612,378.5914,16,1,41.131,
896.14,29.6266,40.5166,1.5147,-93.9908,378.6852,16,1,41.1539,
896.16,29.6346,40.5246,1.5155,-93.8244,378.8669,16,1,41.1714,
896.18,29.6427,40.5327,1.5161,-93.6548,379.0278,16,1,41.186,
896.2,29.6512,40.5412,1.5167,-93.4762,379.1629,16,1,41.2019,
896.22,29.6597,40.5497,1.5168,-93.2973,379.2055,16,1,41.2198,
896.24,29.6682,40.5582,1.5176,-93.1191,379.3891,16,1,41.2383,
896.26,29.6765,40.5665,1.5181,-92.9451,379.5366,16,1,41.2572,
896.28,29.6849,40.5749,1.5184,-92.7689,379.5979,16,1,41.276,
896.3,29.6935,40.5835,1.5184,-92.5896,379.6041,16,1,41.2947,
896.32,29.702,40.592,1.5195,-92.41,379.8683,16,1,41.3128,
896.34,29.711,40.601,1.5204,-92.223,380.0985,16,1,41.328,
896.36,29.72,40.61,1.521,-92.0335,380.247,16,1,41.3449,
896.38,29.7291,40.6191,1.5207,-91.8433,380.1844,16,1,41.3637,
896.4,29.7381,40.6281,1.521,-91.6546,380.2607,16,1,41.385,
896.42,29.7471,40.6371,1.5217,-91.4644,380.4137,16,1,41.4076,
896.44,29.7562,40.6462,1.5225,-91.2749,380.6298,16,1,41.4284,
896.46,29.7652,40.6552,1.5238,-91.0868,380.9439,16,1,41.4494,
896.48,29.7743,40.6643,1.5244,-90.8955,381.088,16,1,41.4711,
896.5,29.7832,40.6732,1.5247,-90.7084,381.1863,16,1,41.4939,
896.52,29.7919,40.6819,1.5247,-90.5261,381.167,16,1,41.5177,
896.54,29.8002,40.6902,1.5249,-90.3515,381.2302,16,1,41.5424,
896.56,29.8085,40.6985,1.5255,-90.1792,381.3652,16,1,41.5665,
896.58,29.8166,40.7066,1.5257,-90.0088,381.4195,16,1,41.5882,
896.6,29.8245,40.7145,1.5275,-89.843,381.874,16,1,41.6079,
896.62,29.8327,40.7227,1.5273,-89.6701,381.8261,16,1,41.6276,
896.64,29.841,40.731,1.5279,-89.4971,381.9757,16,1,41.6458,
896.66,29.8492,40.7392,1.5286,-89.3254,382.1533,16,1,41.664,
896.68,29.8574,40.7474,1.529,-89.1528,382.2613,16,1,41.6844,
896.7,29.8656,40.7556,1.5294,-88.982,382.3522,16,1,41.7049,
896.72,29.8739,40.7639,1.5294,-88.8074,382.353,16,1,41.7251,
896.74,29.8822,40.7722,1.5297,-88.6337,382.4371,16,1,41.7443,
896.76,29.8906,40.7806,1.5306,-88.4579,382.6611,16,1,41.7631,
896.78,29.8992,40.7892,1.5313,-88.2766,382.8138,16,1,41.7828,
896.8,29.9078,40.7978,1.5322,-88.096,383.0549,16,1,41.8037,
896.82,29.9164,40.8064,1.5327,-87.9165,383.1716,16,1,41.8254,
896.84,29.9247,40.8147,1.5331,-87.7425,383.2727,16,1,41.847,
896.86,29.933,40.823,1.5329,-87.5685,383.2241,16,1,41.867,
896.88,29.9412,40.8312,1.5335,-87.3959,383.3799,16,1,41.8876,
896.9,29.9493,40.8393,1.5346,-87.2271,383.6433,16,1,41.908,
896.92,29.9576,40.8476,1.5347,-87.0532,383.6708,16,1,41.9287,
896.94,29.9658,40.8558,1.5353,-86.8804,383.8318,16,1,41.9508,
896.96,29.9739,40.8639,1.5358,-86.7105,383.9578,16,1,41.9702,
896.98,29.9819,40.8719,1.5365,-86.5428,384.1347,16,1,41.9862,
897,29.9899,40.8799,1.5371,-86.3754,384.284,16,1,42.0009,
897.02,29.9983,40.8883,1.5372,-86.1995,384.2986,16,1,42.0137,
897.04,30.0069,40.8969,1.5378,-86.0184,384.4454,16,1,42.0282,
897.06,30.016,40.906,1.5382,-85.829,384.5568,16,1,42.0454,
897.08,30.0252,40.9152,1.5387,-85.6352,384.666,16,1,42.0658,
897.1,30.0343,40.9243,1.5393,-85.444,384.8343,16,1,42.0863,
897.12,30.0432,40.9332,1.54,-85.257,385.0049,16,1,42.1089,
897.14,30.0519,40.9419,1.5413,-85.0761,385.3261,16,1,42.1343,
897.16,30.0605,40.9505,1.5408,-84.8956,385.2121,16,1,42.1607,
897.18,30.0687,40.9587,1.5408,-84.7224,385.1994,16,1,42.1877,
897.2,30.0768,40.9668,1.5412,-84.5537,385.2992,16,1,42.2152,
897.22,30.0847,40.9747,1.542,-84.3869,385.4911,16,1,42.243,
897.24,30.0923,40.9823,1.5427,-84.2284,385.686,16,1,42.2736,
897.26,30.0994,40.9894,1.5434,-84.0792,385.8472,16,1,42.3021,
897.28,30.106,40.996,1.5442,-83.942,386.0439,16,1,42.3281,
897.3,30.112,41.002,1.5448,-83.8164,386.1977,16,1,42.3534,
897.32,30.1178,41.0078,1.5447,-83.6935,386.1631,16,1,42.374,
897.34,30.1238,41.0138,1.5441,-83.5689,386.0261,16,1,42.3918,
897.36,30.1294,41.0194,1.5444,-83.4501,386.0922,16,1,42.4095,
897.38,30.135,41.025,1.5454,-83.3328,386.3562,16,1,42.4278,
897.4,30.141,41.031,1.546,-83.2067,386.5026,16,1,42.4466,
897.42,30.1473,41.0373,1.5461,-83.076,386.5228,16,1,42.4621,
897.44,30.1535,41.0435,1.5468,-82.9462,386.7054,16,1,42.4759,
897.46,30.1597,41.0497,1.5478,-82.8152,386.9411,16,1,42.4885,
897.48,30.1661,41.0561,1.5474,-82.6817,386.8509,16,1,42.5005,
897.5,30.1726,41.0626,1.5478,-82.545,386.9376,16,1,42.5113,
897.52,30.1797,41.0697,1.5481,-82.3957,387.0341,16,1,42.5224,
897.54,30.1875,41.0775,1.5483,-82.2332,387.0665,16,1,42.5357,
897.56,30.1954,41.0854,1.5495,-82.0678,387.3692,16,1,42.5492,
897.58,30.2038,41.0938,1.5498,-81.8914,387.4608,16,1,42.5631,
897.6,30.2126,41.1026,1.5502,-81.7073,387.5471,16,1,42.5798,
897.62,30.2214,41.1114,1.551,-81.5211,387.7433,16,1,42.5983,
897.64,30.2303,41.1203,1.5515,-81.3349,387.8821,16,1,42.6172,
897.66,30.2392,41.1292,1.5522,-81.1497,388.0533,16,1,42.6372,
897.68,30.2482,41.1382,1.5522,-80.9604,388.051,16,1,42.6574,
897.7,30.2571,41.1471,1.5526,-80.7732,388.1456,16,1,42.6807,
897.72,30.2661,41.1561,1.5527,-80.585,388.1641,16,1,42.7052,
897.74,30.2749,41.1649,1.5536,-80.4001,388.4033,16,1,42.7287,
897.76,30.2835,41.1735,1.5544,-80.2202,388.5957,16,1,42.7513,
897.78,30.2919,41.1819,1.5549,-80.0446,388.7239,16,1,42.773,
897.8,30.3,41.19,1.5562,-79.8732,389.0602,16,1,42.7947,
897.82,30.3084,41.1984,1.5559,-79.6984,388.9698,16,1,42.8176,
897.84,30.3166,41.2066,1.5561,-79.5264,389.0231,16,1,42.8417,
897.86,30.3247,41.2147,1.5571,-79.3561,389.2653,16,1,42.8634,
897.88,30.3329,41.2229,1.5579,-79.1839,389.4718,16,1,42.8811,
897.9,30.3412,41.2312,1.5583,-79.0109,389.5743,16,1,42.8976,
897.92,30.3495,41.2395,1.5582,-78.8372,389.555,16,1,42.9163,
897.94,30.3576,41.2476,1.5589,-78.6669,389.7216,16,1,42.9364,
897.96,30.3658,41.2558,1.5593,-78.4958,389.8372,16,1,42.956,
897.98,30.374,41.264,1.5596,-78.3228,389.8881,16,1,42.9738,
898,30.3821,41.2721,1.5603,-78.1533,390.0695,16,1,42.9922,
898.02,30.3904,41.2804,1.5604,-77.9797,390.1083,16,1,43.0091,
898.04,30.3987,41.2887,1.5614,-77.8041,390.3564,16,1,43.0232,
898.06,30.4073,41.2973,1.562,-77.6248,390.4878,16,1,43.039,
898.08,30.4159,41.3059,1.5624,-77.4444,390.5907,16,1,43.057,
898.1,30.4244,41.3144,1.563,-77.2652,390.7528,16,1,43.0743,
898.12,30.4333,41.3233,1.5634,-77.0798,390.8456,16,1,43.0928,
898.14,30.4422,41.3322,1.564,-76.8941,391.0111,16,1,43.1124,
898.16,30.4513,41.3413,1.5646,-76.7031,391.1563,16,1,43.1281,
898.18,30.4607,41.3507,1.5651,-76.5058,391.2863,16,1,43.1428,
898.2,30.4703,41.3603,1.5655,-76.3047,391.3792,16,1,43.1584,
898.22,30.4799,41.3699,1.5664,-76.1034,391.5887,16,1,43.1758,
898.24,30.4896,41.3796,1.5669,-75.9,391.7189,16,1,43.1958,
898.26,30.4994,41.3894,1.5681,-75.6938,392.0185,16,1,43.216,
898.28,30.5093,41.3993,1.569,-75.487,392.2555,16,1,43.2373,
898.3,30.5193,41.4093,1.5685,-75.2775,392.125,16,1,43.2575,
898.32,30.5292,41.4192,1.5688,-75.0692,392.1923,16,1,43.2807,
898.34,30.539,41.429,1.569,-74.864,392.2466,16,1,43.3044,
898.36,30.5486,41.4386,1.57,-74.6635,392.4995,16,1,43.3265,
898.38,30.5582,41.4482,1.5709,-74.4614,392.7294,16,1,43.3473,
898.4,30.5679,41.4579,1.5722,-74.2584,393.0378,16,1,43.3645,
898.42,30.5781,41.4681,1.5722,-74.0449,393.0381,16,1,43.3814,
898.44,30.5884,41.4784,1.5725,-73.8273,393.1365,16,1,43.4016,
898.46,30.5986,41.4886,1.5724,-73.6133,393.1089,16,1,43.4271,
898.48,30.6084,41.4984,1.5734,-73.4082,393.3575,16,1,43.4534,
898.5,30.6181,41.5081,1.5741,-73.2064,393.5195,16,1,43.4799,
898.52,30.6273,41.5173,1.5748,-73.0115,393.7064,16,1,43.5073,
898.54,30.6365,41.5265,1.5754,-72.8202,393.8527,16,1,43.534,
898.56,30.6453,41.5353,1.5759,-72.6342,393.9779,16,1,43.5592,
898.58,30.6539,41.5439,1.5765,-72.4553,394.1302,16,1,43.5827,
898.6,30.6622,41.5522,1.5769,-72.2808,394.2302,16,1,43.6038,
898.62,30.6703,41.5603,1.5775,-72.1109,394.3821,16,1,43.624,
898.64,30.6786,41.5686,1.5779,-71.9374,394.484,16,1,43.6438,
898.66,30.6869,41.5769,1.5781,-71.764,394.5193,16,1,43.6638,
898.68,30.6952,41.5852,1.5789,-71.5897,394.719,16,1,43.6848,
898.7,30.7037,41.5937,1.5787,-71.4112,394.6746,16,1,43.7061,
898.72,30.712,41.602,1.5795,-71.2359,394.8798,16,1,43.7275,
898.74,30.7203,41.6103,1.5806,-71.0632,395.14,16,1,43.7439,
898.76,30.7284,41.6184,1.5813,-70.8924,395.3332,16,1,43.7575,
898.78,30.7368,41.6268,1.5814,-70.7175,395.3619,16,1,43.7673,
898.8,30.7456,41.6356,1.5815,-70.533,395.3799,16,1,43.7787,
898.82,30.7547,41.6447,1.5825,-70.3426,395.6169,16,1,43.7928,
898.84,30.7643,41.6543,1.583,-70.1408,395.7538,16,1,43.8091,
898.86,30.7741,41.6641,1.5844,-69.934,396.101,16,1,43.8276,
898.88,30.7841,41.6741,1.5849,-69.7256,396.2137,16,1,43.8471,
898.9,30.7939,41.6839,1.5855,-69.5208,396.3651,16,1,43.8681,
898.92,30.8037,41.6937,1.5855,-69.3152,396.374,16,1,43.8918,
898.94,30.8133,41.7033,1.5855,-69.1125,396.3842,16,1,43.9139,
898.96,30.8232,41.7132,1.5861,-68.9063,396.5278,16,1,43.9306,
898.98,30.8332,41.7232,1.5868,-68.6957,396.7035,16,1,43.9477,
899,30.8433,41.7333,1.5876,-68.4849,396.8893,16,1,43.9685,
899.02,30.853,41.743,1.5878,-68.28,396.9477,16,1,43.9899,
899.04,30.8628,41.7528,1.5889,-68.0764,397.2343,16,1,44.0112,
899.06,30.8725,41.7625,1.5901,-67.8726,397.5254,16,1,44.0359,
899.08,30.8821,41.7721,1.5907,-67.6704,397.6719,16,1,44.0591,
899.1,30.8919,41.7819,1.5905,-67.4664,397.6307,16,1,44.0806,
899.12,30.9016,41.7916,1.591,-67.2629,397.7526,16,1,44.1024,
899.14,30.9111,41.8011,1.5913,-67.0626,397.8252,16,1,44.1242,
899.16,30.9205,41.8105,1.5921,-66.8661,398.0162,16,1,44.1439,
899.18,30.93,41.82,1.5926,-66.666,398.1592,16,1,44.1634,
899.2,30.9395,41.8295,1.5939,-66.4676,398.467,16,1,44.1844,
899.22,30.9491,41.8391,1.5943,-66.2659,398.5686,16,1,44.2042,
899.24,30.9586,41.8486,1.5952,-66.0661,398.8028,16,1,44.2242,
899.26,30.968,41.858,1.5953,-65.8696,398.8302,16,1,44.2431,
899.28,30.9773,41.8673,1.5956,-65.6758,398.896,16,1,44.2614,
899.3,30.9867,41.8767,1.5959,-65.4784,398.9746,16,1,44.2812,
899.32,30.9961,41.8861,1.5966,-65.28,399.1435,16,1,44.3002,
899.34,31.0057,41.8957,1.5975,-65.0787,399.3735,16,1,44.3197,
899.36,31.0156,41.9056,1.5977,-64.8717,399.4299,16,1,44.3418,
899.38,31.0254,41.9154,1.599,-64.6672,399.7568,16,1,44.3656,
899.4,31.0348,41.9248,1.5994,-64.4686,399.857,16,1,44.3915,
899.42,31.044,41.934,1.5996,-64.2758,399.9057,16,1,44.4184,
899.44,31.0532,41.9432,1.5994,-64.0837,399.8588,16,1,44.4435,
899.46,31.0622,41.9522,1.6006,-63.8961,400.1541,16,1,44.4643,
899.48,31.0713,41.9613,1.6002,-63.7049,400.0592,16,1,44.4852,
899.5,31.0803,41.9703,1.6013,-63.5158,400.3276,16,1,44.5074,
899.52,31.089,41.979,1.6023,-63.3329,400.5719,16,1,44.5281,
899.54,31.0975,41.9875,1.6031,-63.1541,400.7673,16,1,44.5472,
899.56,31.106,41.996,1.6039,-62.9768,400.9817,16,1,44.5702,
899.58,31.1145,42.0045,1.6035,-62.7994,400.8805,16,1,44.5934,
899.6,31.1226,42.0126,1.6034,-62.6291,400.8503,16,1,44.613,
899.62,31.1309,42.0209,1.604,-62.4558,401.0079,16,1,44.6332,
